"","tempo","sesso","anno","zodiaco","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","cifre","ONUcifre","ONU","giorno","A1","A2","A3","A4","B1","B2","B3","B4","C1","C2","C3","C4","D1","D2","D3","D4","gruppo","auto","gandhi","gruppo1","gruppo2","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","corrette","anchor_gandhi","anchor_auto"
"294","2020/01/28 10:55:20 AM CET","Femmina","2002","Toro","B","60%","50 anni","3 anni","80%","C","Raddoppiata",4.5,"Ridotto a meno della metà","80%",77,"No",35,4,"Meno di 100 000 euro",50,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"A",NA,93,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,"Gandhi114","auto 100.000"
"295","2020/01/28 11:23:58 AM CET","Maschio","2003","Bilancia","A","40%","60 anni","5 anni","80%","C","Dimezzata",2.5,"Ridotto a meno della metà","80%",95,"No",7,10,NA,NA,NA,NA,"Più di 100 000 euro",110000,"Più di 35 anni",70,NA,NA,NA,NA,NA,NA,NA,NA,"B",110000,70,"Gandhi35","auto 100.000",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,"Gandhi35","auto 100.000"
"296","2020/01/28 11:39:47 AM CET","Maschio","1965","Capricorno","C","60%","70 anni","5 anni","20%","A","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",67,"No",1,1,"Meno di 100 000 euro",NA,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"A",NA,100,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
"297","2020/01/28 12:34:01 PM CET","Maschio","1961","Capricorno","B","60%","60 anni","5 anni","20%","C","Raddoppiata",3.5,"Ridotto a meno della metà","50%",12,"Si",24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",28000,"Più di 35 anni",70,"D",28000,70,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"Gandhi35","auto 20.000"
"298","2020/01/28 1:19:56 PM CET","Maschio","1994","Capricorno","C","60%","60 anni","5 anni","80%","A","Raddoppiata",2.5,"Più che raddoppiato","80%",27,"No",20,1,"Meno di 100 000 euro",40000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"A",40000,70,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,"Gandhi114","auto 100.000"
"299","2020/01/28 1:25:08 PM CET","Femmina","2004","Capricorno","C","60%","60 anni","3 anni","80%","C","Dimezzata",3.5,"Ridotto a meno della metà","50%",88,"No",20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",NA,"Più di 35 anni",90,"D",NA,90,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,"Gandhi35","auto 20.000"
"300","2020/01/28 1:52:44 PM CET","Femmina","2003","Pesci","C","60%","70 anni","7 anni","50%","B","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",60,"No",50,23,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",25000,79,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,"Gandhi114","auto 20.000"
"301","2020/01/28 1:53:24 PM CET","Femmina","2003","Acquario","C","60%","60 anni","7 anni","20%","C","Raddoppiata",2.5,"Ridotto a meno della metà","50%",45,"No",10,13,NA,NA,NA,NA,"Meno di 100 000 euro",50,"Meno di 35 anni",32,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,32,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Gandhi35","auto 100.000"
"302","2020/01/28 2:17:10 PM CET","Femmina","2002","Cancro","C","60%","60 anni","7 anni","20%","C","Rimasta la stessa",3.5,"E' rimasto più o meno lo stesso","20%",5,"Si",7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",NA,"D",25000,0,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
"303","2020/01/28 2:20:50 PM CET","Femmina","2001","Bilancia","B","80%","60 anni","5 anni","20%","C","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","80%",20,"Si",30,19,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",NA,"Meno di 114 anni",79,NA,NA,NA,NA,"C",NA,79,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,"Gandhi114","auto 20.000"
"304","2020/01/28 2:54:05 PM CET","Femmina","1967","Bilancia","A","80%","60 anni","5 anni","50%","C","Raddoppiata",3.5,"Più che raddoppiato","50%",48,"No",25,8,NA,NA,NA,NA,"Meno di 100 000 euro",4e+06,"Più di 35 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,80,"Gandhi35","auto 100.000",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
"305","2020/01/28 3:06:21 PM CET","Femmina","1967","Bilancia","A","80%","60 anni","7 anni","50%","B","Dimezzata",2.5,"Ridotto a meno della metà","80%",48,"No",25,8,NA,NA,NA,NA,"Meno di 100 000 euro",3e+06,"Più di 35 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,80,"Gandhi35","auto 100.000",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8,"Gandhi35","auto 100.000"
"306","2020/01/28 3:37:29 PM CET","Maschio","1948","Acquario","B","60%","50 anni","5 anni","20%","C","Dimezzata",4.5,"Ridotto a meno della metà","50%",33,"Si",66,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",26000,"Più di 35 anni",78,"D",26000,78,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"Gandhi35","auto 20.000"
"307","2020/01/28 3:39:18 PM CET","Maschio","2004","Ariete","C","60%","50 anni","5 anni","50%","C","Dimezzata",2.5,"E' rimasto più o meno lo stesso","80%",37,"No",30,14,NA,NA,NA,NA,"Meno di 100 000 euro",60000,"Più di 35 anni",75,NA,NA,NA,NA,NA,NA,NA,NA,"B",60000,75,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3,"Gandhi35","auto 100.000"
"308","2020/01/28 3:49:31 PM CET","Femmina","2004","Gemelli","B","60%","60 anni","5 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",26,"Si",50,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Più di 35 anni",NA,"D",30000,0,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
"309","2020/01/28 3:59:38 PM CET","Femmina","1976","Sagittario","C","60%","60 anni","7 anni","80%","C","Rimasta la stessa",3.5,"E' rimasto più o meno lo stesso","80%",84,"No",35,20,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",78,NA,NA,NA,NA,"C",25000,78,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi114","auto 20.000"
"310","2020/01/28 4:03:57 PM CET","Femmina","1974","Toro","C","60%","70 anni","5 anni","80%","C","Rimasta la stessa",3.5,"Più che raddoppiato","80%",3,"No",2,10,NA,NA,NA,NA,"Meno di 100 000 euro",32,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi35","auto 100.000"
"311","2020/01/28 4:22:16 PM CET","Maschio","2000","Ariete","B","80%","50 anni","5 anni","80%","B","Rimasta la stessa",3.5,"Più che raddoppiato","80%",59,"No",10,5,"Meno di 100 000 euro",30000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"A",30000,60,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,4,"Gandhi114","auto 100.000"
"312","2020/01/28 4:23:13 PM CET","Maschio","2002","Capricorno","B","40%","70 anni","3 anni","20%","A","Rimasta la stessa",2.5,"Più che raddoppiato","50%",38,"No",6,6,"Meno di 100 000 euro",15000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"A",15000,74,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
"313","2020/01/28 4:29:53 PM CET","Maschio","2003","Toro","C","80%","70 anni","5 anni","50%","C","Dimezzata",2.5,"Più che raddoppiato","80%",53,"No",23,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",24000,"Più di 35 anni",79,"D",24000,79,"Gandhi35","auto 20.000",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,5,"Gandhi35","auto 20.000"
"314","2020/01/28 4:32:36 PM CET","Femmina","1974","Cancro","B","80%","70 anni","5 anni","50%","B","Raddoppiata",2.5,"Più che raddoppiato","80%",19,"No",10,22,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",22000,"Meno di 114 anni",65,NA,NA,NA,NA,"C",22000,65,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,5,"Gandhi114","auto 20.000"
"315","2020/01/28 4:34:09 PM CET","Femmina","1974","Scorpione","C","80%","70 anni","3 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",23,"No",5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",20000,"Più di 35 anni",NA,"D",20000,0,"Gandhi35","auto 20.000",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi35","auto 20.000"
"316","2020/01/28 4:41:53 PM CET","Maschio","2000","Pesci","B","80%","60 anni","5 anni","50%","A","Dimezzata",3.5,"Più che raddoppiato","50%",74,"No",45,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Più di 35 anni",75,"D",30000,75,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
"317","2020/01/28 4:44:39 PM CET","Maschio","2000","Sagittario","A","40%","50 anni","5 anni","50%","B","Dimezzata",2.5,"E' rimasto più o meno lo stesso","80%",93,"No",85,19,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",12000,"Più di 114 anni",121,NA,NA,NA,NA,"C",12000,121,"Gandhi114","auto 20.000",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,5,"Gandhi114","auto 20.000"
"318","2020/01/28 4:55:11 PM CET","Femmina","1998","Pesci","B","60%","60 anni","5 anni","50%","B","Rimasta la stessa",2.5,"Più che raddoppiato","50%",65,"No",15,2,"Meno di 100 000 euro",20000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"A",20000,96,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
"319","2020/01/28 4:59:55 PM CET","Maschio","2001","Cancro","A","60%","60 anni","7 anni","80%","C","Dimezzata",3.5,"Ridotto a meno della metà","50%",87,"Si",99,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Più di 35 anni",80,"D",35000,80,"Gandhi35","auto 20.000",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,5,"Gandhi35","auto 20.000"
"320","2020/01/28 5:27:59 PM CET","Maschio","2000","Acquario","B","60%","70 anni","7 anni","80%","B","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","80%",71,"No",42,8,NA,NA,NA,NA,"Meno di 100 000 euro",52000,"Più di 35 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",52000,0,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,"Gandhi35","auto 100.000"
"321","2020/01/28 5:33:30 PM CET","Femmina","2000","Toro","A","60%","70 anni","7 anni","20%","A","Dimezzata",2.5,"Più che raddoppiato","50%",78,"No",20,13,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",65,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,65,"Gandhi35","auto 100.000",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,"Gandhi35","auto 100.000"
"322","2020/01/28 5:43:27 PM CET","Maschio","2000","Vergine","B","80%","60 anni","7 anni","80%","B","Dimezzata",3.5,"E' rimasto più o meno lo stesso","50%",9,"No",20,7,"Meno di 100 000 euro",NA,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"A",NA,79,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5,"Gandhi114","auto 100.000"
"323","2020/01/28 6:27:22 PM CET","Femmina","2001","Leone","B","60%","60 anni","5 anni","20%","C","Rimasta la stessa",3.5,"Più che raddoppiato","20%",53,"No",9,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Meno di 114 anni",68,NA,NA,NA,NA,"C",40000,68,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 20.000"
"324","2020/01/28 7:36:27 PM CET","Femmina","1969","Sagittario","B","60%","50 anni","5 anni","50%","A","Rimasta la stessa",3.5,"Più che raddoppiato","50%",8,"Si",20,20,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",25000,79,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 20.000"
"325","2020/01/28 8:06:07 PM CET","Femmina","1970","Scorpione","C","60%","50 anni","7 anni","50%","C","Dimezzata",2.5,"Più che raddoppiato","80%",76,"No",36,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Più di 35 anni",75,"D",15000,75,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,4,"Gandhi35","auto 20.000"
"326","2020/01/28 8:14:24 PM CET","Femmina","1970","Scorpione","A","60%","60 anni","5 anni","80%","B","Dimezzata",4.5,"Più che raddoppiato","50%",76,"Si",97,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",80,"D",25000,80,"Gandhi35","auto 20.000",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4,"Gandhi35","auto 20.000"
"327","2020/01/28 8:15:34 PM CET","Femmina","2001","Ariete","C","80%","50 anni","5 anni","20%","B","Dimezzata",3.5,"E' rimasto più o meno lo stesso","80%",77,"No",57,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Più di 35 anni",63,"D",30000,63,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,4,"Gandhi35","auto 20.000"
"328","2020/01/28 8:17:45 PM CET","Maschio","1969","Capricorno","A","60%","50 anni","3 anni","50%","A","Dimezzata",4.5,"E' rimasto più o meno lo stesso","50%",23,"Si",95,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",22000,"Più di 35 anni",75,"D",22000,75,"Gandhi35","auto 20.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
"329","2020/01/28 8:20:18 PM CET","Femmina","1971","Acquario","A","80%","70 anni","3 anni","50%","A","Raddoppiata",2.5,"Più che raddoppiato","50%",1,"No",4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",NA,"Più di 35 anni",78,"D",NA,78,"Gandhi35","auto 20.000",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Gandhi35","auto 20.000"
"330","2020/01/28 8:33:41 PM CET","Femmina","1967","Sagittario","A","80%","60 anni","5 anni","50%","A","Raddoppiata",3.5,"Più che raddoppiato","50%",47,"No",25,20,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",22,"Meno di 114 anni",100,NA,NA,NA,NA,"C",NA,100,"Gandhi114","auto 20.000",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"331","2020/01/28 8:35:17 PM CET","Femmina","1960","Acquario","A","60%","60 anni","5 anni","50%","A","Raddoppiata",2.5,"Più che raddoppiato","50%",17,"No",11,22,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",NA,"Meno di 114 anni",79,NA,NA,NA,NA,"C",NA,79,"Gandhi114","auto 20.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"332","2020/01/28 8:51:05 PM CET","Femmina","2005","Toro","B","60%","50 anni","3 anni","20%","C","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","50%",46,"No",23,9,NA,NA,NA,NA,"Meno di 100 000 euro",57,"Più di 35 anni",56,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,56,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 100.000"
"333","2020/01/28 8:55:30 PM CET","Femmina","2005","Toro","A","80%","70 anni","7 anni","80%","B","Rimasta la stessa",2.5,"Più che raddoppiato","50%",46,"Si",61,9,NA,NA,NA,NA,"Più di 100 000 euro",120,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,79,"Gandhi35","auto 100.000",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,7,"Gandhi35","auto 100.000"
"334","2020/01/28 9:05:13 PM CET","Femmina","1970","Acquario","B","80%","60 anni","7 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",96,"No",35,2,"Meno di 100 000 euro",NA,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"A",NA,75,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi114","auto 100.000"
"335","2020/01/28 9:19:29 PM CET","Maschio","1973","Toro","B","60%","60 anni","7 anni","50%","C","Rimasta la stessa",3.5,"Più che raddoppiato","50%",2,"Si",25,1,"Meno di 100 000 euro",40000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"A",40000,75,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
"336","2020/01/28 9:19:54 PM CET","Maschio","2002","Ariete","A","60%","70 anni","5 anni","50%","B","Raddoppiata",2.5,"Ridotto a meno della metà","50%",13,"Si",50,9,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,79,"Gandhi35","auto 100.000",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,5,"Gandhi35","auto 100.000"
"337","2020/01/28 9:20:14 PM CET","Maschio","2000","Bilancia","B","60%","70 anni","5 anni","20%","B","Dimezzata",2.5,"E' rimasto più o meno lo stesso","50%",22,"Si",80,17,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",98,NA,NA,NA,NA,"C",25000,98,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4,"Gandhi114","auto 20.000"
"338","2020/01/28 9:22:10 PM CET","Femmina","2002","Sagittario","C","80%","60 anni","7 anni","50%","C","Rimasta la stessa",3.5,"E' rimasto più o meno lo stesso","20%",59,"Si",60,11,NA,NA,NA,NA,"Meno di 100 000 euro",60000,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",60000,78,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
"339","2020/01/28 9:50:58 PM CET","Femmina","2004","Scorpione","B","60%","50 anni","3 anni","50%","C","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","20%",74,"Si",3,17,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",35000,79,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
"340","2020/01/28 10:13:00 PM CET","Maschio","2001","Pesci","C","40%","60 anni","5 anni","20%","A","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",51,"No",22,13,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",57,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,57,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
"341","2020/01/28 10:24:11 PM CET","Femmina","2005","Acquario","C","80%","60 anni","7 anni","20%","C","Raddoppiata",2.5,"Ridotto a meno della metà","80%",11,"Si",40,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",18000,"Più di 35 anni",78,"D",18000,78,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,5,"Gandhi35","auto 20.000"
"342","2020/01/28 10:36:05 PM CET","Femmina","2000","Sagittario","C","80%","50 anni","5 anni","50%","C","Rimasta la stessa",2.5,"Ridotto a meno della metà","80%",31,"No",25,10,NA,NA,NA,NA,"Meno di 100 000 euro",75000,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",75000,79,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"Gandhi35","auto 100.000"
"343","2020/01/28 10:40:00 PM CET","Femmina","1971","Capricorno","C","80%","70 anni","5 anni","50%","A","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","80%",20,"No",11,8,NA,NA,NA,NA,"Meno di 100 000 euro",20000,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",20000,78,"Gandhi35","auto 100.000",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,"Gandhi35","auto 100.000"
"344","2020/01/28 11:19:23 PM CET","Femmina","1996","Ariete","B","80%","60 anni","3 anni","20%","C","Rimasta la stessa",3.5,"Più che raddoppiato","80%",73,"No",20,17,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 114 anni",115,NA,NA,NA,NA,"C",25000,115,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Gandhi114","auto 20.000"
"345","2020/01/28 11:30:21 PM CET","Femmina","1993","Cancro","A","80%","70 anni","7 anni","50%","C","Dimezzata",2.5,"Ridotto a meno della metà","80%",84,"No",20,9,NA,NA,NA,NA,"Meno di 100 000 euro",30000,"Più di 35 anni",70,NA,NA,NA,NA,NA,NA,NA,NA,"B",30000,70,"Gandhi35","auto 100.000",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,8,"Gandhi35","auto 100.000"
"346","2020/01/28 11:43:20 PM CET","Femmina","1968","Capricorno","C","60%","70 anni","5 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","80%",52,"No",18,1,"Meno di 100 000 euro",NA,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"A",NA,70,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,"Gandhi114","auto 100.000"
"347","2020/01/28 11:54:49 PM CET","Femmina","2000","Sagittario","C","80%","50 anni","5 anni","50%","C","Rimasta la stessa",2.5,"Ridotto a meno della metà","80%",31,"No",25,10,NA,NA,NA,NA,"Meno di 100 000 euro",75000,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",75000,79,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"Gandhi35","auto 100.000"
"348","2020/01/29 1:52:30 AM CET","Maschio","1990","Cancro","B","60%","60 anni","7 anni","50%","C","Rimasta la stessa",4.5,"E' rimasto più o meno lo stesso","50%",8,"Si",40,23,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Meno di 114 anni",88,NA,NA,NA,NA,"C",35000,88,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
