"","tempo","sesso","anno","zodiaco","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","cifre","ONUcifre","ONU","giorno","A1","A2","A3","A4","B1","B2","B3","B4","C1","C2","C3","C4","D1","D2","D3","D4","gruppo","auto","gandhi","gruppo1","gruppo2","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","corrette","anchor_gandhi","anchor_auto"
"349","2020/01/29 5:58:44 AM CET","Femmina","1971","Toro","B","60%","70 anni","5 anni","20%","C","Rimasta la stessa",2.5,"Ridotto a meno della metà","50%",1,"Si",25,18,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",23,"Meno di 114 anni",80,NA,NA,NA,NA,"C",NA,80,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Gandhi114","auto 20.000"
"350","2020/01/29 7:28:30 AM CET","Maschio","2000","Gemelli","C","40%","60 anni","7 anni","20%","C","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","50%",38,"Si",60,20,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Meno di 114 anni",78,NA,NA,NA,NA,"C",15000,78,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
"351","2020/01/29 8:19:11 AM CET","Femmina","2000","Bilancia","C","80%","70 anni","7 anni","50%","C","Rimasta la stessa",2.5,"Più che raddoppiato","50%",47,"No",34,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Più di 35 anni",83,"D",35000,83,"Gandhi35","auto 20.000",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Gandhi35","auto 20.000"
"352","2020/01/29 9:11:43 AM CET","Femmina","2002","Gemelli","B","80%","70 anni","7 anni","50%","A","Dimezzata",2.5,"E' rimasto più o meno lo stesso","50%",53,"No",5,17,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30,"Meno di 114 anni",79,NA,NA,NA,NA,"C",NA,79,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,"Gandhi114","auto 20.000"
"353","2020/01/29 9:36:09 AM CET","Femmina","1962","Leone","A","80%","60 anni","7 anni","50%","B","Rimasta la stessa",3.5,"E' rimasto più o meno lo stesso","80%",89,"No",50,17,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Meno di 114 anni",90,NA,NA,NA,NA,"C",15000,90,"Gandhi114","auto 20.000",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5,"Gandhi114","auto 20.000"
"354","2020/01/29 10:39:27 AM CET","Femmina","1972","Ariete","C","60%","50 anni","5 anni","20%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",16,"No",3,14,NA,NA,NA,NA,"Meno di 100 000 euro",70000,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",70000,78,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
"355","2020/01/29 11:00:54 AM CET","Maschio","2001","Ariete","C","60%","60 anni","5 anni","20%","C","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",81,"No",16,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Più di 35 anni",78,"D",35000,78,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
"356","2020/01/29 12:40:41 PM CET","Femmina","2000","Acquario","C","80%","70 anni","5 anni","20%","C","Raddoppiata",3.5,"Più che raddoppiato","50%",71,"No",20,8,NA,NA,NA,NA,"Meno di 100 000 euro",30000,"Più di 35 anni",85,NA,NA,NA,NA,NA,NA,NA,NA,"B",30000,85,"Gandhi35","auto 100.000",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
"357","2020/01/29 12:40:57 PM CET","Femmina","2000","Toro","B","80%","70 anni","5 anni","50%","A","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","50%",89,"No",11,23,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",113,NA,NA,NA,NA,"C",30000,113,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"358","2020/01/29 12:43:06 PM CET","Maschio","2000","Pesci","C","80%","60 anni","7 anni","80%","B","Dimezzata",2.5,"E' rimasto più o meno lo stesso","50%",61,"No",20,14,NA,NA,NA,NA,"Più di 100 000 euro",90000,"Più di 35 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,"B",90000,80,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,"Gandhi35","auto 100.000"
"359","2020/01/29 12:43:42 PM CET","Maschio","2002","Pesci","C","80%","70 anni","7 anni","80%","B","Dimezzata",3.5,"Ridotto a meno della metà","80%",79,"No",5,20,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",12000,"Meno di 114 anni",46,NA,NA,NA,NA,"C",12000,46,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,8,"Gandhi114","auto 20.000"
"360","2020/01/29 12:58:16 PM CET","Femmina","1975","Bilancia","C","40%","60 anni","3 anni","50%","A","Raddoppiata",2.5,"Più che raddoppiato","50%",25,"No",0,22,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",8000,"Meno di 114 anni",112,NA,NA,NA,NA,"C",NA,112,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
"361","2020/01/29 1:23:32 PM CET","Femmina","2005","Bilancia","B","80%","70 anni","5 anni","80%","B","Raddoppiata",2.5,"Più che raddoppiato","80%",20,"No",10,20,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",75,NA,NA,NA,NA,"C",25000,75,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,"Gandhi114","auto 20.000"
"362","2020/01/29 2:34:47 PM CET","Femmina","1998","Leone","B","80%","70 anni","7 anni","50%","C","Raddoppiata",2.5,"Ridotto a meno della metà","80%",99,"No",7,8,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6,"Gandhi35","auto 100.000"
"363","2020/01/29 3:02:47 PM CET","Maschio","2000","Bilancia","C","60%","50 anni","3 anni","80%","B","Dimezzata",2.5,"E' rimasto più o meno lo stesso","80%",62,"No",30,2,"Meno di 100 000 euro",50000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,"A",50000,56,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,5,"Gandhi114","auto 100.000"
"364","2020/01/29 3:09:04 PM CET","Femmina","2001","Pesci","C","60%","50 anni","5 anni","20%","C","Raddoppiata",3.5,"Più che raddoppiato","50%",90,"No",28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",NA,"D",25000,0,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 20.000"
"365","2020/01/29 3:14:23 PM CET","Femmina","2001","Pesci","C","40%","60 anni","5 anni","50%","C","Rimasta la stessa",2.5,"Più che raddoppiato","20%",86,"No",13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",14000,"Più di 35 anni",52,"D",14000,52,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
"366","2020/01/29 3:24:49 PM CET","Femmina","1977","Ariete","A","40%","70 anni","5 anni","20%","C","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",54,"No",5,15,NA,NA,NA,NA,"Meno di 100 000 euro",30000,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",30000,79,"Gandhi35","auto 100.000",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi35","auto 100.000"
"367","2020/01/29 3:49:38 PM CET","Femmina","1972","Capricorno","A","40%","70 anni","7 anni","50%","C","Rimasta la stessa",2.5,"Ridotto a meno della metà","80%",91,"Si",21,6,"Meno di 100 000 euro",40000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"A",40000,75,"Gandhi114","auto 100.000",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6,"Gandhi114","auto 100.000"
"368","2020/01/29 4:02:11 PM CET","Maschio","2003","Ariete","A","60%","60 anni","5 anni","50%","B","Dimezzata",2.5,"E' rimasto più o meno lo stesso","50%",13,"No",30,4,"Meno di 100 000 euro",16000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"A",16000,79,"Gandhi114","auto 100.000",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4,"Gandhi114","auto 100.000"
"369","2020/01/29 4:03:56 PM CET","Femmina","2002","Ariete","C","60%","60 anni","3 anni","50%","C","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","80%",70,"No",50,14,NA,NA,NA,NA,"Meno di 100 000 euro",60000,"Più di 35 anni",65,NA,NA,NA,NA,NA,NA,NA,NA,"B",60000,65,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"Gandhi35","auto 100.000"
"370","2020/01/29 4:07:30 PM CET","Femmina","2003","Toro","C","40%","60 anni","7 anni","20%","C","Rimasta la stessa",3.5,"E' rimasto più o meno lo stesso","50%",4,"No",2,4,"Meno di 100 000 euro",20000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"A",20000,70,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
"371","2020/01/29 5:04:42 PM CET","Femmina","2001","Pesci","B","40%","50 anni","5 anni","20%","C","Dimezzata",2.5,"E' rimasto più o meno lo stesso","50%",23,"No",15,7,"Meno di 100 000 euro",30000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,"A",30000,103,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
"372","2020/01/29 5:10:43 PM CET","Maschio","2002","Pesci","C","60%","60 anni","7 anni","80%","B","Dimezzata",3.5,"Ridotto a meno della metà","80%",79,"No",15,20,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",9000,"Meno di 114 anni",48,NA,NA,NA,NA,"C",NA,48,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,6,"Gandhi114","auto 20.000"
"373","2020/01/29 5:14:35 PM CET","Femmina","2000","Toro","C","60%","60 anni","5 anni","20%","A","Raddoppiata",4.5,"E' rimasto più o meno lo stesso","50%",27,"Si",40,4,"Meno di 100 000 euro",50,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"A",NA,80,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 100.000"
"374","2020/01/29 5:19:11 PM CET","Femmina","2001","Toro","A","80%","70 anni","7 anni","80%","B","Dimezzata",2.5,"Più che raddoppiato","80%",31,"Si",90,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",80,NA,NA,NA,NA,"C",30000,80,"Gandhi114","auto 20.000",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,9,"Gandhi114","auto 20.000"
"375","2020/01/29 5:19:44 PM CET","Maschio","1936","Acquario","B","60%","50 anni","5 anni","50%","C","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",16,"Si",30,4,"Meno di 100 000 euro",25000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"A",25000,80,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
"376","2020/01/29 5:25:22 PM CET","Femmina","1944","Scorpione","A","60%","70 anni","5 anni","80%","C","Raddoppiata",2.5,"Ridotto a meno della metà","80%",28,"Si",30,2,"Meno di 100 000 euro",30000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"A",30000,90,"Gandhi114","auto 100.000",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,6,"Gandhi114","auto 100.000"
"377","2020/01/29 5:40:56 PM CET","Maschio","2000","Pesci","A","60%","60 anni","5 anni","80%","A","Raddoppiata",3.5,"Ridotto a meno della metà","50%",87,"Si",99,5,"Meno di 100 000 euro",NA,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,"A",NA,89,"Gandhi114","auto 100.000",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Gandhi114","auto 100.000"
"378","2020/01/29 5:50:49 PM CET","Femmina","1975","Scorpione","C","60%","60 anni","3 anni","50%","C","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",90,"No",25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",NA,"Più di 35 anni",NA,"D",NA,0,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
"379","2020/01/29 5:58:36 PM CET","Maschio","2003","Gemelli","C","60%","70 anni","5 anni","20%","A","Dimezzata",2.5,"E' rimasto più o meno lo stesso","80%",57,"Si",70,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Più di 35 anni",79,"D",30000,79,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,4,"Gandhi35","auto 20.000"
"380","2020/01/29 5:59:14 PM CET","Maschio","2003","Toro","A","80%","50 anni","5 anni","20%","A","Rimasta la stessa",2.5,"Più che raddoppiato","50%",12,"Si",40,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",45,NA,NA,NA,NA,"C",25000,45,"Gandhi114","auto 20.000",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi114","auto 20.000"
"381","2020/01/29 5:59:18 PM CET","Femmina","1975","Scorpione","A","80%","60 anni","5 anni","80%","B","Raddoppiata",2.5,"Più che raddoppiato","80%",90,"No",35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",45000,"Più di 35 anni",65,"D",45000,65,"Gandhi35","auto 20.000",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,"Gandhi35","auto 20.000"
"382","2020/01/29 6:10:17 PM CET","Femmina","1989","Cancro","B","60%","70 anni","5 anni","20%","C","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",48,"No",10,16,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",80,NA,NA,NA,NA,"C",30000,80,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"383","2020/01/29 6:21:20 PM CET","Femmina","1949","Bilancia","C","80%","70 anni","7 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",6,"Si",10,22,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Meno di 114 anni",NA,NA,NA,NA,NA,"C",NA,0,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Gandhi114","auto 20.000"
"384","2020/01/29 6:26:59 PM CET","Femmina","1989","Sagittario","B","60%","60 anni","5 anni","20%","A","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",12,"Si",10,4,"Meno di 100 000 euro",15000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,"A",15000,76,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
"385","2020/01/29 7:07:21 PM CET","Maschio","1997","Cancro","C","80%","60 anni","5 anni","80%","C","Raddoppiata",2.5,"Ridotto a meno della metà","50%",22,"No",10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Più di 35 anni",NA,"D",NA,0,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"Gandhi35","auto 20.000"
"386","2020/01/29 7:08:58 PM CET","Femmina","1975","Scorpione","B","60%","60 anni","3 anni","20%","A","Rimasta la stessa",3.5,"Più che raddoppiato","80%",68,"No",5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Più di 35 anni",55,"D",NA,55,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"Gandhi35","auto 20.000"
"387","2020/01/29 7:29:52 PM CET","Femmina","1995","Sagittario","B","60%","70 anni","7 anni","50%","C","Dimezzata",2.5,"E' rimasto più o meno lo stesso","80%",20,"No",10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Più di 35 anni",78,"D",NA,78,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,5,"Gandhi35","auto 20.000"
"388","2020/01/29 7:46:23 PM CET","Maschio","1970","Ariete","C","60%","70 anni","7 anni","20%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",31,"No",10,23,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",40,NA,NA,NA,NA,"C",30000,40,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi114","auto 20.000"
"389","2020/01/29 7:51:28 PM CET","Femmina","1970","Toro","B","60%","50 anni","5 anni","20%","B","Rimasta la stessa",2.5,"Più che raddoppiato","50%",91,"No",15,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",45,"D",25000,45,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
"390","2020/01/29 8:18:58 PM CET","Maschio","1978","Acquario","C","60%","70 anni","7 anni","80%","B","Dimezzata",2.5,"Ridotto a meno della metà","80%",58,"No",80,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",23000,"Più di 35 anni",87,"D",23000,87,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,"Gandhi35","auto 20.000"
"391","2020/01/29 8:23:20 PM CET","Maschio","1985","Toro","C","40%","60 anni","3 anni","20%","C","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","20%",51,"No",5,13,NA,NA,NA,NA,"Meno di 100 000 euro",10000,"Più di 35 anni",60,NA,NA,NA,NA,NA,NA,NA,NA,"B",10000,60,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
"392","2020/01/29 8:27:10 PM CET","Maschio","1989","Toro","C","60%","70 anni","7 anni","20%","A","Raddoppiata",2.5,"Ridotto a meno della metà","50%",32,"No",20,22,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",99,NA,NA,NA,NA,"C",25000,99,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"Gandhi114","auto 20.000"
"393","2020/01/29 8:28:08 PM CET","Femmina","1991","Pesci","C","60%","50 anni","3 anni","20%","A","Raddoppiata",4.5,"Più che raddoppiato","50%",77,"No",20,11,NA,NA,NA,NA,"Meno di 100 000 euro",80000,"Più di 35 anni",66,NA,NA,NA,NA,NA,NA,NA,NA,"B",80000,66,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 100.000"
"394","2020/01/29 8:28:19 PM CET","Femmina","1989","Sagittario","C","80%","70 anni","7 anni","80%","C","Rimasta la stessa",3.5,"Più che raddoppiato","80%",42,"No",20,20,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",98,NA,NA,NA,NA,"C",30000,98,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,"Gandhi114","auto 20.000"
"395","2020/01/29 8:32:11 PM CET","Femmina","1988","Toro","C","40%","50 anni","3 anni","50%","C","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",57,"No",5,15,NA,NA,NA,NA,"Meno di 100 000 euro",50000,"Più di 35 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,"B",50000,80,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
"396","2020/01/29 8:35:48 PM CET","Femmina","1982","Toro","C","60%","50 anni","5 anni","20%","C","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","50%",90,"No",2,6,"Meno di 100 000 euro",50000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"A",50000,80,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 100.000"
"397","2020/01/29 8:43:17 PM CET","Maschio","2004","Gemelli","C","60%","60 anni","5 anni","80%","A","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",37,"No",23,6,"Meno di 100 000 euro",35000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"A",35000,81,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
"398","2020/01/29 9:13:28 PM CET","Femmina","1990","Acquario","C","60%","60 anni","3 anni","50%","C","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",26,"Si",40,16,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Meno di 114 anni",75,NA,NA,NA,NA,"C",NA,75,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
"399","2020/01/29 9:15:31 PM CET","Maschio","1988","Gemelli","A","60%","60 anni","5 anni","20%","C","Raddoppiata",2.5,"Più che raddoppiato","20%",54,"Si",10,14,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",55,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,55,"Gandhi35","auto 100.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
"400","2020/01/29 9:15:33 PM CET","Femmina","1988","Toro","C","80%","60 anni","5 anni","50%","C","Raddoppiata",2.5,"Ridotto a meno della metà","80%",54,"No",21,17,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",28000,"Meno di 114 anni",93,NA,NA,NA,NA,"C",28000,93,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"Gandhi114","auto 20.000"
"401","2020/01/29 9:25:04 PM CET","Maschio","1989","Toro","C","40%","50 anni","5 anni","80%","B","Raddoppiata",2.5,"Più che raddoppiato","80%",75,"Si",14,6,"Meno di 100 000 euro",25000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"A",25000,81,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,4,"Gandhi114","auto 100.000"
"402","2020/01/29 9:25:23 PM CET","Femmina","1989","Gemelli","A","40%","60 anni","3 anni","80%","A","Raddoppiata",3.5,"Ridotto a meno della metà","50%",45,"No",7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Più di 35 anni",80,"D",NA,80,"Gandhi35","auto 20.000",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Gandhi35","auto 20.000"
"403","2020/01/29 9:40:11 PM CET","Femmina","1982","Ariete","C","80%","60 anni","5 anni","50%","C","Raddoppiata",2.5,"Ridotto a meno della metà","80%",9,"Si",15,3,"Meno di 100 000 euro",25000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"A",25000,85,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"Gandhi114","auto 100.000"
